duplication_type	pair_age	gene1	gene2	Ks
PD	young	Pbre1_02G253400	Pbre1_02G253800	0.0370209
PD	old	Pbre1_11G475000	Pbre1_11G475800	0.27594
PD	old	Pbre1_05G393000	Pbre1_05G393400	0.187293
TRD	old	Pbre1_08G380800	Pbre1_10G153400	0.210652
PD	old	Pbre1_12G358000	Pbre1_12G358600	0.130759
TD	old	Pbre1_08G232600	Pbre1_08G232800	0.256976
TD	old	Pbre1_09G258800	Pbre1_09G259000	0.146423
TRD	old	Pbre1_06G396800	Pbre1_06G388400	0.331399
TRD	old	Pbre1_17G240200	Pbre1_09G246800	0.472677
TRD	old	Pbre1_13G196800	Pbre1_10G318400	0.312346
TD	old	Pbre1_01G270400	Pbre1_01G270600	0.150484
TD	old	Pbre1_13G245200	Pbre1_13G245400	0.247499
TD	young	Pbre1_05G181000	Pbre1_05G181200	0.00868952
TRD	old	Pbre1_09G375000	Pbre1_17G385600	0.111394
PD	young	Pbre1_14G173400	Pbre1_14G174200	0.0735042
TD	young	Pbre1_10G409600	Pbre1_10G409800	0.0883336
PD	old	Pbre1_17G390200	Pbre1_17G391200	0.471332
TRD	old	Pbre1_03G106000	Pbre1_11G109200	0.115024
TD	young	Pbre1_11G254800	Pbre1_11G255000	0.0704626
TD	young	Pbre1_15G246200	Pbre1_15G246400	0.100335
TRD	old	Pbre1_04G143400	Pbre1_06G104600	0.198231
PD	old	Pbre1_11G034000	Pbre1_11G034400	0.471218
TRD	young	Pbre1_17G019000	Pbre1_17G422200	0.0337978
TRD	old	Pbre1_15G320000	Pbre1_04G165400	0.437093
TRD	old	Pbre1_11G214800	Pbre1_16G329600	0.415627
TRD	old	Pbre1_07G100800	Pbre1_07G103400	0.117271
PD	old	Pbre1_04G215800	Pbre1_04G217000	0.0173741
PD	old	Pbre1_03G426200	Pbre1_03G426800	0.261537
PD	young	Pbre1_08G056200	Pbre1_08G056800	0.0535304
PD	old	Pbre1_12G315400	Pbre1_12G316000	0.448297
PD	old	Pbre1_17G018600	Pbre1_17G019400	0.120171
TRD	old	Pbre1_09G390200	Pbre1_17G403600	0.201742
TD	young	Pbre1_03G370200	Pbre1_03G370400	0.101251
TD	young	Pbre1_04G070200	Pbre1_04G070400	0.0243314
TRD	old	Pbre1_15G092400	Pbre1_08G120400	0.183372
PD	old	Pbre1_17G220400	Pbre1_17G220800	0.185383
TRD	old	Pbre1_12G050600	Pbre1_10G130800	0.0695169
TD	old	Pbre1_03G445800	Pbre1_03G446000	0.154947
TRD	old	Pbre1_07G169600	Pbre1_12G369000	0.330667
PD	old	Pbre1_12G159000	Pbre1_12G160600	0.299637
TD	old	Pbre1_17G170600	Pbre1_17G170800	0.181289
TRD	old	Pbre1_06G143600	Pbre1_14G189200	0.188318
PD	old	Pbre1_08G089800	Pbre1_08G090400	0.215929
TD	young	Pbre1_03G030600	Pbre1_03G030800	0.10612
PD	young	Pbre1_07G392600	Pbre1_07G393400	0.0495636
TD	old	Pbre1_01G222000	Pbre1_01G222200	0.1646
PD	old	Pbre1_16G334200	Pbre1_16G334800	0.327378
PD	old	Pbre1_15G459800	Pbre1_15G461000	0.376451
TD	old	Pbre1_15G759000	Pbre1_15G759200	0.159214
TD	old	Pbre1_01G125400	Pbre1_01G125600	0.255963
PD	young	Pbre1_05G038600	Pbre1_05G039600	0.0778034
TRD	old	Pbre1_08G277000	Pbre1_15G628000	0.114213
TRD	old	Pbre1_06G022400	Pbre1_11G198400	0.289011
TRD	old	Pbre1_07G164000	Pbre1_07G193200	0.351459
TD	old	Pbre1_12G420600	Pbre1_12G420800	0.0803124
TD	old	Pbre1_01G197200	Pbre1_01G197400	0.125233
PD	old	Pbre1_16G450600	Pbre1_16G451400	0.250909
TRD	old	Pbre1_07G020400	Pbre1_07G335000	0.0838868
TRD	old	Pbre1_02G192000	Pbre1_05G291800	0.206945
PD	old	Pbre1_10G198800	Pbre1_10G199600	0.212699
TD	old	Pbre1_15G030000	Pbre1_15G030200	0.321788
TD	young	Pbre1_08G139200	Pbre1_08G139400	0.0271102
PD	young	Pbre1_15G246000	Pbre1_15G246600	0.0484605
TRD	old	Pbre1_09G216000	Pbre1_09G164200	0.263091
TD	young	Pbre1_07G029400	Pbre1_07G029600	0.0767283
TD	young	Pbre1_03G445600	Pbre1_03G445800	0.0168432
PD	old	Pbre1_07G158400	Pbre1_07G160000	0.202124
TRD	old	Pbre1_02G145800	Pbre1_02G126600	0.0615125
TRD	old	Pbre1_12G315800	Pbre1_01G353200	0.209887
TRD	old	Pbre1_11G299400	Pbre1_03G275400	0.27117
TRD	old	Pbre1_17G189600	Pbre1_09G194000	0.193859
PD	old	Pbre1_06G075400	Pbre1_06G075800	0.38174
PD	old	Pbre1_16G162000	Pbre1_16G162400	0.340755
TD	old	Pbre1_02G067000	Pbre1_02G067200	0.274297
TRD	old	Pbre1_07G021800	Pbre1_07G026600	0.196878
TD	old	Pbre1_11G039200	Pbre1_11G039400	0.358223
TD	old	Pbre1_15G384600	Pbre1_15G384800	0.151507
TRD	young	Pbre1_16G498800	Pbre1_15G614800	0.00329046
TD	old	Pbre1_05G513600	Pbre1_05G513800	0.131656
TD	old	Pbre1_01G388000	Pbre1_01G388200	0.156579
TD	young	Pbre1_11G403200	Pbre1_11G403400	0.0799624
TD	old	Pbre1_04G298600	Pbre1_04G298800	0.0813845
TD	old	Pbre1_09G226400	Pbre1_09G226600	0.430925
TD	old	Pbre1_14G114800	Pbre1_14G115000	0.390872
PD	old	Pbre1_17G145800	Pbre1_17G146200	0.157449
TRD	old	Pbre1_16G365400	Pbre1_10G484600	0.360979
TRD	old	Pbre1_09G039800	Pbre1_04G138600	0.369114
TD	old	Pbre1_10G382600	Pbre1_10G382800	0.126474
TRD	old	Pbre1_07G427000	Pbre1_01G352400	0.176442
TD	young	Pbre1_06G313600	Pbre1_06G313800	0.0504999
TD	old	Pbre1_16G204600	Pbre1_16G204800	0.444134
TD	old	Pbre1_13G089000	Pbre1_13G089200	0.442555
PD	old	Pbre1_02G488000	Pbre1_02G489800	0.469834
TRD	old	Pbre1_07G184200	Pbre1_15G219000	0.350594
TRD	old	Pbre1_11G127400	Pbre1_11G180000	0.438904
PD	young	Pbre1_02G060800	Pbre1_02G062400	0.0699506
PD	old	Pbre1_08G313400	Pbre1_08G313800	0.137268
TRD	young	Pbre1_06G166600	Pbre1_15G486200	0.111325
TRD	old	Pbre1_13G067600	Pbre1_13G032000	0.106204
TD	old	Pbre1_11G130000	Pbre1_11G130200	0.271269
TRD	young	Pbre1_01G115200	Pbre1_16G482400	0.0335
PD	young	Pbre1_10G537000	Pbre1_10G537600	0.0319365
TRD	old	Pbre1_17G082400	Pbre1_05G568800	0.405916
TRD	old	Pbre1_05G028200	Pbre1_10G026400	0.242664
PD	young	Pbre1_01G233000	Pbre1_01G233400	0.0322907
TRD	young	Pbre1_17G018800	Pbre1_17G422200	0.0467979
TD	old	Pbre1_13G088200	Pbre1_13G088400	0.164952
TD	old	Pbre1_08G387400	Pbre1_08G387600	0.119845
TD	old	Pbre1_11G159200	Pbre1_11G159400	0.370421
TRD	old	Pbre1_12G427400	Pbre1_04G401600	0.319339
TRD	old	Pbre1_03G240600	Pbre1_10G572400	0.2054
TD	young	Pbre1_12G370400	Pbre1_12G370600	0.0455531
TD	young	Pbre1_07G202600	Pbre1_07G202800	0.108309
TRD	young	Pbre1_02G036200	Pbre1_02G060600	0.10032
TD	young	Pbre1_07G210400	Pbre1_07G210600	0.076797
TD	old	Pbre1_02G194200	Pbre1_02G194400	0.440715
TD	young	Pbre1_03G071800	Pbre1_03G072000	0.0659787
PD	old	Pbre1_11G045800	Pbre1_11G047000	0.312462
TRD	old	Pbre1_12G349400	Pbre1_04G322400	0.191851
TD	old	Pbre1_03G074400	Pbre1_03G074600	0.177156
PD	old	Pbre1_07G348200	Pbre1_07G348600	0.221243
TD	old	Pbre1_09G122400	Pbre1_09G122600	0.122619
TRD	old	Pbre1_10G347400	Pbre1_02G069800	0.243097
TRD	old	Pbre1_10G180600	Pbre1_05G177400	0.157672
TRD	old	Pbre1_06G097800	Pbre1_16G504000	0.395211
TRD	old	Pbre1_05G002800	Pbre1_10G002800	0.313222
PD	old	Pbre1_12G331200	Pbre1_12G331600	0.467514
PD	young	Pbre1_13G444400	Pbre1_13G446200	0.0198538
PD	young	Pbre1_02G340000	Pbre1_02G340400	0.00487988
PD	young	Pbre1_11G517200	Pbre1_11G517800	0.07873
TRD	old	Pbre1_03G250600	Pbre1_11G272200	0.20825
TD	old	Pbre1_17G429800	Pbre1_17G430000	0.35617
TRD	old	Pbre1_10G190400	Pbre1_07G193800	0.256811
TD	old	Pbre1_02G045000	Pbre1_02G045200	0.438968
TRD	old	Pbre1_01G165000	Pbre1_07G244800	0.3101
TRD	young	Pbre1_02G484800	Pbre1_15G539000	0.0854432
TRD	old	Pbre1_10G068600	Pbre1_16G106400	0.189473
TRD	old	Pbre1_13G447200	Pbre1_16G438400	0.137397
TD	young	Pbre1_10G420600	Pbre1_10G420800	0.0109703
TD	old	Pbre1_05G023200	Pbre1_05G023400	0.457667
TD	old	Pbre1_14G432000	Pbre1_14G432200	0.154589
TRD	old	Pbre1_04G358800	Pbre1_10G129600	0.153791
TD	old	Pbre1_11G355200	Pbre1_11G355400	0.164541
TD	old	Pbre1_13G054400	Pbre1_13G054600	0.127674
TRD	old	Pbre1_08G072000	Pbre1_14G167600	0.420476
PD	old	Pbre1_10G491400	Pbre1_10G492200	0.0743471
TRD	old	Pbre1_14G118800	Pbre1_12G116400	0.271776
PD	old	Pbre1_02G173000	Pbre1_02G173400	0.199711
PD	young	Pbre1_08G036800	Pbre1_08G037200	0.0102965
TD	young	Pbre1_09G228400	Pbre1_09G228600	0.033339
TRD	old	Pbre1_08G010800	Pbre1_06G088400	0.367307
TD	young	Pbre1_17G265600	Pbre1_17G265800	0.0719808
TD	old	Pbre1_01G324800	Pbre1_01G325000	0.120171
TD	old	Pbre1_04G236000	Pbre1_04G236200	0.277766
TRD	old	Pbre1_14G119000	Pbre1_12G116400	0.116294
PD	old	Pbre1_17G449800	Pbre1_17G451000	0.226633
PD	young	Pbre1_17G210400	Pbre1_17G211200	0.0327472
TRD	old	Pbre1_07G477800	Pbre1_01G403400	0.349824
PD	old	Pbre1_08G056400	Pbre1_08G057000	0.170278
PD	old	Pbre1_11G029200	Pbre1_11G030200	0.163074
PD	old	Pbre1_05G436400	Pbre1_05G437000	0.209429
TRD	young	Pbre1_15G734800	Pbre1_09G335400	0.0654041
TD	old	Pbre1_08G058000	Pbre1_08G058200	0.415066
TD	old	Pbre1_03G370600	Pbre1_03G370800	0.292645
TRD	old	Pbre1_17G181000	Pbre1_16G013000	0.304826
TD	old	Pbre1_04G288000	Pbre1_04G288200	0.41864
TRD	old	Pbre1_08G246600	Pbre1_15G217400	0.375711
TD	old	Pbre1_08G109000	Pbre1_08G109200	0.358305
TD	young	Pbre1_07G091400	Pbre1_07G091600	0.0134554
TD	old	Pbre1_14G333800	Pbre1_14G334000	0.153762
TD	old	Pbre1_10G569800	Pbre1_10G570000	0.257316
TRD	old	Pbre1_07G217600	Pbre1_07G026600	0.2311
PD	old	Pbre1_05G371200	Pbre1_05G371600	0.333646
PD	young	Pbre1_03G376800	Pbre1_03G377200	0.048432
TD	young	Pbre1_10G482600	Pbre1_10G482800	0.00770499
TRD	old	Pbre1_03G212800	Pbre1_11G356200	0.321875
TRD	old	Pbre1_05G032000	Pbre1_17G387000	0.25063
TD	young	Pbre1_05G246000	Pbre1_05G246200	0.00936778
TD	young	Pbre1_16G459400	Pbre1_16G459600	0.00594738
TD	young	Pbre1_09G236200	Pbre1_09G236400	0.0391222
PD	old	Pbre1_05G088400	Pbre1_05G089000	0.0272207
TRD	old	Pbre1_15G570800	Pbre1_02G337200	0.190526
TRD	old	Pbre1_11G423400	Pbre1_11G218200	0.158322
TRD	old	Pbre1_08G237600	Pbre1_01G192000	0.13322
PD	old	Pbre1_01G145600	Pbre1_01G146000	0.220444
PD	old	Pbre1_11G283800	Pbre1_11G285200	0.237593
TRD	old	Pbre1_08G230800	Pbre1_02G205200	0.244131
PD	young	Pbre1_14G201400	Pbre1_14G201800	0.0798227
TRD	old	Pbre1_03G384200	Pbre1_14G064000	0.126197
TD	young	Pbre1_15G720600	Pbre1_15G720800	0.0190256
TD	young	Pbre1_01G140800	Pbre1_01G141000	0.111278
TD	young	Pbre1_10G019000	Pbre1_10G019200	0.0961184
PD	old	Pbre1_14G213600	Pbre1_14G214200	0.358435
TRD	old	Pbre1_07G112800	Pbre1_07G499400	0.110623
TRD	young	Pbre1_03G450600	Pbre1_16G372600	0.043901
TRD	old	Pbre1_04G078600	Pbre1_04G252200	0.450468
TRD	old	Pbre1_10G153200	Pbre1_08G112200	0.390714
TRD	old	Pbre1_08G408800	Pbre1_08G415600	0.0923371
TRD	old	Pbre1_05G214000	Pbre1_17G459000	0.14281
TD	old	Pbre1_07G114800	Pbre1_07G115000	0.256928
TD	old	Pbre1_13G245000	Pbre1_13G245200	0.195309
PD	young	Pbre1_15G298600	Pbre1_15G299000	0.015606
PD	young	Pbre1_09G280800	Pbre1_09G281800	0.0171008
PD	old	Pbre1_06G281800	Pbre1_06G283000	0.47189
TRD	old	Pbre1_11G391600	Pbre1_03G370000	0.153657
TRD	old	Pbre1_13G096400	Pbre1_13G152200	0.298306
TRD	old	Pbre1_06G153600	Pbre1_01G329000	0.303384
PD	young	Pbre1_14G082800	Pbre1_14G084000	0.0754964
TD	old	Pbre1_08G366800	Pbre1_08G367000	0.122419
TRD	old	Pbre1_10G098000	Pbre1_07G470200	0.382583
TD	old	Pbre1_11G409000	Pbre1_11G409200	0.223609
TRD	old	Pbre1_10G081000	Pbre1_13G092400	0.321267
TRD	old	Pbre1_05G088000	Pbre1_10G093000	0.238838
TD	young	Pbre1_04G017600	Pbre1_04G017800	0.0465928
TD	old	Pbre1_03G150200	Pbre1_03G150400	0.392055
TD	young	Pbre1_09G255200	Pbre1_09G255400	0.102582
TRD	old	Pbre1_07G000200	Pbre1_08G127600	0.228969
TRD	old	Pbre1_09G282000	Pbre1_10G368200	0.395485
TD	old	Pbre1_12G324800	Pbre1_12G325000	0.155708
TRD	young	Pbre1_11G456400	Pbre1_09G076000	0.0994813
TRD	old	Pbre1_10G266800	Pbre1_05G272600	0.227177
TRD	old	Pbre1_13G345600	Pbre1_16G354600	0.255608
TRD	old	Pbre1_17G149000	Pbre1_09G151800	0.113045
TRD	old	Pbre1_17G265200	Pbre1_15G039000	0.437118
TD	old	Pbre1_05G032800	Pbre1_05G033000	0.423678
TRD	old	Pbre1_17G488400	Pbre1_09G473800	0.155432
PD	old	Pbre1_02G411800	Pbre1_02G412600	0.135146
TD	young	Pbre1_01G227800	Pbre1_01G228000	0.0893181
TD	old	Pbre1_14G052400	Pbre1_14G052600	0.124894
TD	old	Pbre1_09G402000	Pbre1_09G402200	0.00864786
PD	old	Pbre1_11G033800	Pbre1_11G034400	0.0629093
TRD	young	Pbre1_10G499000	Pbre1_03G081600	0.104651
TRD	young	Pbre1_17G265000	Pbre1_08G043800	0.0324253
TRD	old	Pbre1_12G294400	Pbre1_14G003800	0.44343
TD	young	Pbre1_05G010800	Pbre1_05G011000	0.0383049
TRD	old	Pbre1_05G430600	Pbre1_10G410600	0.206733
TRD	young	Pbre1_03G209400	Pbre1_09G405800	0.0649794
PD	young	Pbre1_08G257200	Pbre1_08G257600	0.0295147
TRD	old	Pbre1_08G351200	Pbre1_10G364800	0.425402
TD	young	Pbre1_10G080400	Pbre1_10G080600	0.0661459
TD	old	Pbre1_04G235800	Pbre1_04G236000	0.257581
TRD	old	Pbre1_06G100000	Pbre1_09G490800	0.213856
PD	old	Pbre1_02G038200	Pbre1_02G038600	0.116919
TD	old	Pbre1_06G170400	Pbre1_06G170600	0.179033
TD	young	Pbre1_08G340400	Pbre1_08G340600	0.0892005
TRD	old	Pbre1_12G140600	Pbre1_04G040200	0.317956
TRD	old	Pbre1_03G333800	Pbre1_01G345800	0.41164
TD	young	Pbre1_03G366400	Pbre1_03G366600	0.0338418
PD	old	Pbre1_01G426200	Pbre1_01G426600	0.135695
PD	young	Pbre1_05G541400	Pbre1_05G541800	0.0254303
TD	young	Pbre1_11G448600	Pbre1_11G448800	0.042173
TRD	old	Pbre1_15G339000	Pbre1_04G347200	0.388549
TRD	old	Pbre1_04G272000	Pbre1_16G029600	0.299488
TRD	old	Pbre1_17G450400	Pbre1_02G395400	0.319988
PD	young	Pbre1_02G452400	Pbre1_02G453200	0.0826046
TD	young	Pbre1_15G769200	Pbre1_15G769400	0.056584
PD	young	Pbre1_06G380800	Pbre1_06G381200	1.77032e-06
TRD	old	Pbre1_14G370800	Pbre1_10G472600	0.168638
TRD	young	Pbre1_02G012400	Pbre1_15G263800	0.0930762
TRD	old	Pbre1_04G286600	Pbre1_13G029600	0.350637
PD	old	Pbre1_09G137400	Pbre1_09G137800	0.209586
TD	young	Pbre1_03G471200	Pbre1_03G471400	0.069836
TRD	young	Pbre1_17G264800	Pbre1_08G044000	0.080386
TD	old	Pbre1_10G460200	Pbre1_10G460400	0.138674
TRD	old	Pbre1_11G393800	Pbre1_01G151800	0.298163
PD	young	Pbre1_07G015600	Pbre1_07G016200	0.0937259
TD	old	Pbre1_05G037200	Pbre1_05G037400	0.407803
PD	old	Pbre1_11G345000	Pbre1_11G345400	0.143469
TRD	old	Pbre1_11G055800	Pbre1_03G052000	0.207489
TD	old	Pbre1_15G412200	Pbre1_15G412400	0.127811
TRD	old	Pbre1_03G409000	Pbre1_11G438000	0.0793448
TD	young	Pbre1_12G312000	Pbre1_12G312200	0.0142853
PD	old	Pbre1_02G376400	Pbre1_02G377800	0.12618
TD	young	Pbre1_06G005600	Pbre1_06G005800	0.0876736
TRD	old	Pbre1_10G543200	Pbre1_17G440400	0.23722
TD	young	Pbre1_06G237600	Pbre1_06G237800	0.0435476
TRD	old	Pbre1_10G315000	Pbre1_10G368200	0.365703
PD	old	Pbre1_02G395600	Pbre1_02G396400	0.249797
PD	old	Pbre1_09G460400	Pbre1_09G461000	0.203626
TD	young	Pbre1_04G060000	Pbre1_04G060200	0.0166263
TRD	old	Pbre1_05G022600	Pbre1_10G022000	0.248202
TD	old	Pbre1_11G408600	Pbre1_11G408800	0.159151
TD	old	Pbre1_09G156000	Pbre1_09G156200	0.199296
PD	old	Pbre1_08G146000	Pbre1_08G146400	0.3656
PD	old	Pbre1_01G325400	Pbre1_01G326000	0.103898
TRD	old	Pbre1_06G143800	Pbre1_14G189000	0.203969
TRD	old	Pbre1_07G367600	Pbre1_12G417600	0.26093
TD	young	Pbre1_02G311800	Pbre1_02G312000	0.0424068
TD	young	Pbre1_06G014200	Pbre1_06G014400	0.0722881
PD	young	Pbre1_15G733000	Pbre1_15G733800	0.0638886
TRD	old	Pbre1_04G004000	Pbre1_17G046600	0.341626
PD	young	Pbre1_08G340400	Pbre1_08G340800	0.044528
TD	old	Pbre1_02G477400	Pbre1_02G477600	0.13629
TD	old	Pbre1_07G042400	Pbre1_07G042600	0.252071
TD	young	Pbre1_01G201400	Pbre1_01G201600	0.108338
PD	old	Pbre1_07G027400	Pbre1_07G027800	0.0513566
TD	old	Pbre1_02G217200	Pbre1_02G217400	0.178092
TRD	young	Pbre1_07G197000	Pbre1_05G152400	0.00485137
TD	old	Pbre1_02G470600	Pbre1_02G470800	0.333231
TRD	old	Pbre1_01G045000	Pbre1_10G029600	0.252613
TRD	old	Pbre1_07G280200	Pbre1_06G029000	0.220269
TD	old	Pbre1_04G247800	Pbre1_04G248000	0.231626
PD	old	Pbre1_07G159400	Pbre1_07G160200	0.141649
TRD	old	Pbre1_07G228400	Pbre1_01G148200	0.196449
TRD	old	Pbre1_16G253800	Pbre1_04G231200	0.178488
TD	old	Pbre1_03G338000	Pbre1_03G338200	0.320802
TRD	old	Pbre1_06G269600	Pbre1_14G306400	0.221915
TD	old	Pbre1_10G059800	Pbre1_10G060000	0.112358
TD	old	Pbre1_10G462000	Pbre1_10G462200	0.363552
TRD	old	Pbre1_15G609800	Pbre1_04G118600	0.18257
TRD	old	Pbre1_16G421600	Pbre1_13G412000	0.286598
TRD	old	Pbre1_10G245800	Pbre1_05G250000	0.314808
TRD	old	Pbre1_08G260400	Pbre1_15G237000	0.297677
TD	young	Pbre1_07G056400	Pbre1_07G056600	0.0631981
PD	young	Pbre1_16G513600	Pbre1_16G514400	0.00256503
TD	young	Pbre1_03G046400	Pbre1_03G046600	0.0316547
TRD	old	Pbre1_04G162600	Pbre1_10G244800	0.153932
TD	young	Pbre1_02G381000	Pbre1_02G381200	0.019071
TRD	young	Pbre1_06G052600	Pbre1_13G152200	0.0820463
TD	young	Pbre1_16G149600	Pbre1_16G149800	0.0663126
TRD	young	Pbre1_07G094800	Pbre1_11G356200	0.111016
PD	young	Pbre1_05G574600	Pbre1_05G575200	0.00941876
TD	young	Pbre1_08G182400	Pbre1_08G182600	0.0900936
TD	old	Pbre1_01G368400	Pbre1_01G368600	0.426269
PD	old	Pbre1_14G311400	Pbre1_14G311800	0.14331
TD	old	Pbre1_10G423400	Pbre1_10G423600	0.147705
TD	young	Pbre1_04G061400	Pbre1_04G061600	0.0463807
PD	old	Pbre1_15G488800	Pbre1_15G489800	0.204491
TRD	old	Pbre1_07G102000	Pbre1_02G255800	0.17935
PD	old	Pbre1_09G392600	Pbre1_09G393200	0.137477
TD	young	Pbre1_06G047600	Pbre1_06G047800	0.0134275
TRD	old	Pbre1_09G374400	Pbre1_17G394600	0.11694
TRD	old	Pbre1_16G035200	Pbre1_13G033600	0.136115
TRD	old	Pbre1_07G245800	Pbre1_09G185000	0.166499
TD	old	Pbre1_17G033200	Pbre1_17G033400	0.399214
TD	old	Pbre1_03G463600	Pbre1_03G463800	0.108445
TD	old	Pbre1_15G063800	Pbre1_15G064000	0.181458
TRD	old	Pbre1_03G227600	Pbre1_11G250000	0.152088
TD	young	Pbre1_06G072200	Pbre1_06G072400	0.0427122
TRD	old	Pbre1_11G457800	Pbre1_04G102800	0.157934
PD	old	Pbre1_06G030000	Pbre1_06G030600	0.213459
TRD	old	Pbre1_04G014200	Pbre1_16G441800	0.312805
TRD	old	Pbre1_13G252000	Pbre1_16G257000	0.162101
TRD	old	Pbre1_14G300600	Pbre1_15G064200	0.464874
PD	young	Pbre1_03G037200	Pbre1_03G037600	0.0960125
TRD	old	Pbre1_10G315200	Pbre1_05G361200	0.20397
TRD	old	Pbre1_15G376400	Pbre1_17G015400	0.426108
TD	young	Pbre1_03G064800	Pbre1_03G065000	0.0701039
TD	young	Pbre1_10G578400	Pbre1_10G578600	0.103691
TRD	old	Pbre1_03G481000	Pbre1_10G515000	0.323826
TRD	old	Pbre1_06G402200	Pbre1_16G084400	0.4234
TD	young	Pbre1_03G413400	Pbre1_03G413600	0.101115
TD	old	Pbre1_03G062400	Pbre1_03G062600	0.380866
TRD	old	Pbre1_04G128800	Pbre1_13G304400	0.447114
TRD	old	Pbre1_13G378800	Pbre1_16G381200	0.350971
TD	old	Pbre1_11G163400	Pbre1_11G163600	0.116019
TRD	old	Pbre1_16G446800	Pbre1_04G362600	0.33423
TRD	old	Pbre1_05G196600	Pbre1_11G204800	0.235225
TRD	old	Pbre1_15G628800	Pbre1_16G190400	0.227821
PD	young	Pbre1_09G198400	Pbre1_09G199000	0.104476
TD	old	Pbre1_02G507600	Pbre1_02G507800	0.144359
TRD	old	Pbre1_03G059000	Pbre1_16G372600	0.397447
TRD	old	Pbre1_06G139600	Pbre1_11G218200	0.174635
TRD	old	Pbre1_01G117400	Pbre1_07G206600	0.173828
TD	young	Pbre1_02G072200	Pbre1_02G072400	0.0154496
PD	old	Pbre1_12G283600	Pbre1_12G284000	0.209558
PD	young	Pbre1_04G016600	Pbre1_04G017000	0.0676309
PD	young	Pbre1_05G231200	Pbre1_05G231600	0.0797194
PD	old	Pbre1_07G147000	Pbre1_07G147400	0.333548
TD	young	Pbre1_06G095600	Pbre1_06G095800	0.0927148
TD	young	Pbre1_05G190600	Pbre1_05G190800	0.0090292
PD	young	Pbre1_17G416200	Pbre1_17G417000	0.0534442
TD	old	Pbre1_09G255400	Pbre1_09G255600	0.37768
TD	old	Pbre1_11G449800	Pbre1_11G450000	0.146631
PD	young	Pbre1_13G096800	Pbre1_13G097200	0.112174
TRD	old	Pbre1_02G141000	Pbre1_09G306000	0.429152
TRD	old	Pbre1_11G033600	Pbre1_03G027200	0.18947
PD	young	Pbre1_02G177800	Pbre1_02G178200	0.0884411
PD	old	Pbre1_02G488400	Pbre1_02G490000	0.148258
TRD	old	Pbre1_12G142400	Pbre1_13G001200	0.220801
PD	young	Pbre1_05G134400	Pbre1_05G136000	0.0792098
TD	old	Pbre1_14G427000	Pbre1_14G427200	0.153439
TD	old	Pbre1_06G233000	Pbre1_06G233200	0.437974
PD	old	Pbre1_03G057600	Pbre1_03G058000	0.257127
TD	old	Pbre1_09G341600	Pbre1_09G341800	0.388047
TRD	young	Pbre1_06G080400	Pbre1_04G093200	0.0992541
PD	young	Pbre1_02G420400	Pbre1_02G421000	0.0531142
TD	old	Pbre1_05G441200	Pbre1_05G441400	0.325787
PD	old	Pbre1_10G175000	Pbre1_10G175400	0.142175
TRD	young	Pbre1_17G455000	Pbre1_02G505200	0.0710521
PD	old	Pbre1_08G076800	Pbre1_08G077800	0.14924
TD	old	Pbre1_17G019400	Pbre1_17G019600	0.125908
PD	young	Pbre1_16G410600	Pbre1_16G411200	0.0128294
PD	old	Pbre1_13G437200	Pbre1_13G437600	0.22111
PD	young	Pbre1_11G295400	Pbre1_11G297200	0.0255534
TD	old	Pbre1_06G216400	Pbre1_06G216600	0.169261
TD	young	Pbre1_05G010600	Pbre1_05G010800	0.0262518
TD	young	Pbre1_08G012800	Pbre1_08G013000	0.110365
TD	young	Pbre1_09G207400	Pbre1_09G207600	0.104473
PD	old	Pbre1_13G195800	Pbre1_13G196600	0.119207
TRD	old	Pbre1_03G424000	Pbre1_11G458200	0.150284
PD	old	Pbre1_02G151200	Pbre1_02G152200	0.349068
TD	young	Pbre1_09G210400	Pbre1_09G210600	0.0997089
PD	young	Pbre1_03G121600	Pbre1_03G122000	0.0924909
TRD	old	Pbre1_16G310600	Pbre1_13G309000	0.442124
PD	old	Pbre1_07G061000	Pbre1_07G061600	0.312233
TRD	old	Pbre1_09G064800	Pbre1_02G252600	0.129219
TRD	young	Pbre1_07G129600	Pbre1_08G201800	0.0112988
TD	young	Pbre1_10G212200	Pbre1_10G212400	0.0250149
TD	old	Pbre1_07G061200	Pbre1_07G061400	0.28032
TD	old	Pbre1_05G390000	Pbre1_05G390200	0.372979
PD	old	Pbre1_06G311000	Pbre1_06G311400	0.455119
TD	old	Pbre1_11G093200	Pbre1_11G093400	0.133731
TRD	old	Pbre1_15G734600	Pbre1_09G335600	0.0739447
PD	old	Pbre1_10G172400	Pbre1_10G173600	0.100307
PD	young	Pbre1_12G276000	Pbre1_12G276400	0.0561766
PD	old	Pbre1_01G193200	Pbre1_01G193600	0.372099
TD	young	Pbre1_02G310400	Pbre1_02G310600	0.0900665
TRD	old	Pbre1_15G498400	Pbre1_08G382600	0.353846
TRD	old	Pbre1_02G467200	Pbre1_07G040600	0.362818
TD	young	Pbre1_09G267800	Pbre1_09G268000	0.111492
PD	young	Pbre1_14G279200	Pbre1_14G279600	0.0772723
TD	young	Pbre1_16G281400	Pbre1_16G281600	0.0173149
TRD	old	Pbre1_12G401000	Pbre1_04G374800	0.212975
TD	young	Pbre1_01G192400	Pbre1_01G192600	0.0229221
TRD	old	Pbre1_03G112200	Pbre1_05G283600	0.112597
TD	young	Pbre1_08G036000	Pbre1_08G036200	0.0358608
TD	young	Pbre1_05G346800	Pbre1_05G347000	0.0394473
