pair	method	Ka	Ks	Ka_Ks	source_file	trajectory	duplication_type
Pbre1_10G195600-Pbre1_10G195800	GMYN	0.00286662	0.178598	0.0160507	Pbre1_10G195600-Pbre1_10G195800.cds_aln.axt.kaks	Conservation	TD
Pbre1_15G477400-Pbre1_03G367200	GMYN	0.967966	2.83463	0.341479	Pbre1_15G477400-Pbre1_03G367200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_14G448600-Pbre1_14G448800	GMYN	0.237064	0.945098	0.250836	Pbre1_14G448600-Pbre1_14G448800.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_10G041400-Pbre1_10G041800	GMYN	0.0737824	0.0551585	1.33765	Pbre1_10G041400-Pbre1_10G041800.cds_aln.axt.kaks	Specialization	PD
Pbre1_11G082000-Pbre1_11G082600	GMYN	0.0405339	0.0798649	0.507531	Pbre1_11G082000-Pbre1_11G082600.cds_aln.axt.kaks	Specialization	PD
Pbre1_12G265600-Pbre1_16G142200	GMYN	0.0775053	0.111906	0.69259	Pbre1_12G265600-Pbre1_16G142200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_03G408200-Pbre1_03G408800	GMYN	0.174204	0.129213	1.3482	Pbre1_03G408200-Pbre1_03G408800.cds_aln.axt.kaks	Specialization	PD
Pbre1_06G230600-Pbre1_06G231000	GMYN	0.0417634	0.0243051	1.7183	Pbre1_06G230600-Pbre1_06G231000.cds_aln.axt.kaks	Specialization	PD
Pbre1_08G319200-Pbre1_07G382400	GMYN	0.147459	0.428123	0.344431	Pbre1_08G319200-Pbre1_07G382400.cds_aln.axt.kaks	Specialization	TRD
Pbre1_09G024000-Pbre1_09G024400	GMYN	0.246555	0.180709	1.36438	Pbre1_09G024000-Pbre1_09G024400.cds_aln.axt.kaks	Specialization	PD
Pbre1_12G270600-Pbre1_11G528600	GMYN	0.11798	0.666459	0.177025	Pbre1_12G270600-Pbre1_11G528600.cds_aln.axt.kaks	Specialization	TRD
Pbre1_11G007400-Pbre1_11G007600	GMYN	0.669205	1.73645	0.385388	Pbre1_11G007400-Pbre1_11G007600.cds_aln.axt.kaks	Neofunctionalization(Parent)	TD
Pbre1_10G270400-Pbre1_15G565600	GMYN	0.319088	0.363323	0.878248	Pbre1_10G270400-Pbre1_15G565600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_15G694400-Pbre1_05G202400	GMYN	0.0800186	0.445919	0.179447	Pbre1_15G694400-Pbre1_05G202400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_10G328000-Pbre1_10G328200	GMYN	0.132572	0.282409	0.469434	Pbre1_10G328000-Pbre1_10G328200.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_12G082800-Pbre1_12G083000	GMYN	0.116265	0.299772	0.387844	Pbre1_12G082800-Pbre1_12G083000.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_14G158200-Pbre1_15G743800	GMYN	0.396608	3.47979	0.113975	Pbre1_14G158200-Pbre1_15G743800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_12G358400-Pbre1_04G188800	GMYN	0.36449	0.598494	0.609011	Pbre1_12G358400-Pbre1_04G188800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_03G319800-Pbre1_15G565600	GMYN	0.029564	1.66794	0.0177249	Pbre1_03G319800-Pbre1_15G565600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_09G474200-Pbre1_06G067600	GMYN	0.150341	0.807584	0.186162	Pbre1_09G474200-Pbre1_06G067600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_02G383000-Pbre1_02G383200	GMYN	0.102466	0.775717	0.132092	Pbre1_02G383000-Pbre1_02G383200.cds_aln.axt.kaks	Neofunctionalization(Parent)	TD
Pbre1_08G384600-Pbre1_08G384800	GMYN	0.175754	0.332465	0.528639	Pbre1_08G384600-Pbre1_08G384800.cds_aln.axt.kaks	Conservation	TD
Pbre1_13G010600-Pbre1_06G397000	GMYN	0.0426343	0.120045	0.355153	Pbre1_13G010600-Pbre1_06G397000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_10G348600-Pbre1_10G349000	GMYN	0.0669319	0.133817	0.500175	Pbre1_10G348600-Pbre1_10G349000.cds_aln.axt.kaks	Specialization	PD
Pbre1_01G029400-Pbre1_02G237800	GMYN	0.161263	0.234654	0.687235	Pbre1_01G029400-Pbre1_02G237800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_08G030200-Pbre1_08G030400	GMYN	0.0647762	0.318076	0.20365	Pbre1_08G030200-Pbre1_08G030400.cds_aln.axt.kaks	Conservation	TD
Pbre1_01G342200-Pbre1_01G342400	GMYN	0.0301613	0.0611801	0.492992	Pbre1_01G342200-Pbre1_01G342400.cds_aln.axt.kaks	Conservation	TD
Pbre1_16G325800-Pbre1_16G326200	GMYN	0.00397975	0.0200893	0.198103	Pbre1_16G325800-Pbre1_16G326200.cds_aln.axt.kaks	Specialization	PD
Pbre1_09G467800-Pbre1_09G468400	GMYN	0.0269683	0.01708	1.57894	Pbre1_09G467800-Pbre1_09G468400.cds_aln.axt.kaks	Specialization	PD
Pbre1_11G117600-Pbre1_11G117800	GMYN	0.05912	0.137193	0.430926	Pbre1_11G117600-Pbre1_11G117800.cds_aln.axt.kaks	Neofunctionalization(Parent)	TD
Pbre1_13G430800-Pbre1_04G392400	GMYN	0.179287	0.483998	0.370429	Pbre1_13G430800-Pbre1_04G392400.cds_aln.axt.kaks	Specialization	TRD
Pbre1_03G461000-Pbre1_13G383200	GMYN	0.258291	0.640029	0.403561	Pbre1_03G461000-Pbre1_13G383200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_04G209600-Pbre1_12G244400	GMYN	0.0464309	0.169811	0.273428	Pbre1_04G209600-Pbre1_12G244400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_12G434000-Pbre1_12G434200	GMYN	0.177095	0.272195	0.650617	Pbre1_12G434000-Pbre1_12G434200.cds_aln.axt.kaks	Specialization	TD
Pbre1_14G165000-Pbre1_12G404800	GMYN	0.141245	0.38934	0.36278	Pbre1_14G165000-Pbre1_12G404800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_04G301000-Pbre1_05G075800	GMYN	0.224266	1.02085	0.219687	Pbre1_04G301000-Pbre1_05G075800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_12G376400-Pbre1_12G376800	GMYN	0.333291	1.44542	0.230584	Pbre1_12G376400-Pbre1_12G376800.cds_aln.axt.kaks	Neofunctionalization(Child)	PD
Pbre1_02G015600-Pbre1_02G016000	GMYN	0.0668375	0.0922519	0.72451	Pbre1_02G015600-Pbre1_02G016000.cds_aln.axt.kaks	Conservation	PD
Pbre1_13G352800-Pbre1_13G353800	GMYN	0.0141685	0.0171563	0.82585	Pbre1_13G352800-Pbre1_13G353800.cds_aln.axt.kaks	Conservation	PD
Pbre1_10G079800-Pbre1_10G080400	GMYN	0.0115512	0.0705242	0.163791	Pbre1_10G079800-Pbre1_10G080400.cds_aln.axt.kaks	Specialization	PD
Pbre1_10G318000-Pbre1_10G318200	GMYN	0.00399081	0.0153332	0.260273	Pbre1_10G318000-Pbre1_10G318200.cds_aln.axt.kaks	Specialization	TD
Pbre1_14G116600-Pbre1_12G114600	GMYN	0.0329907	0.0719037	0.458819	Pbre1_14G116600-Pbre1_12G114600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_14G381200-Pbre1_06G341600	GMYN	0.0832451	0.248824	0.334554	Pbre1_14G381200-Pbre1_06G341600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_07G273200-Pbre1_17G036800	GMYN	0.770318	3.944	0.195314	Pbre1_07G273200-Pbre1_17G036800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_11G148800-Pbre1_13G207800	GMYN	0.283818	0.895044	0.317099	Pbre1_11G148800-Pbre1_13G207800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_07G470800-Pbre1_16G330800	GMYN	0.226802	1.00445	0.225797	Pbre1_07G470800-Pbre1_16G330800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_11G522000-Pbre1_03G483600	GMYN	0.0364203	0.163292	0.223038	Pbre1_11G522000-Pbre1_03G483600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_05G116400-Pbre1_05G116800	GMYN	0.063716	0.207573	0.306957	Pbre1_05G116400-Pbre1_05G116800.cds_aln.axt.kaks	Specialization	PD
Pbre1_17G221000-Pbre1_16G087000	GMYN	0.537974	3.18651	0.168829	Pbre1_17G221000-Pbre1_16G087000.cds_aln.axt.kaks	Specialization	TRD
Pbre1_13G070600-Pbre1_13G070800	GMYN	0.0160723	0.0400604	0.401201	Pbre1_13G070600-Pbre1_13G070800.cds_aln.axt.kaks	Specialization	TD
Pbre1_01G047400-Pbre1_15G606000	GMYN	0.0577656	0.138322	0.417618	Pbre1_01G047400-Pbre1_15G606000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_16G202800-Pbre1_12G177200	GMYN	0.3273	1.12838	0.290062	Pbre1_16G202800-Pbre1_12G177200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_04G038800-Pbre1_10G273400	GMYN	0.187388	1.50239	0.124727	Pbre1_04G038800-Pbre1_10G273400.cds_aln.axt.kaks	Specialization	TRD
Pbre1_01G152000-Pbre1_01G152200	GMYN	0.093767	0.21122	0.443932	Pbre1_01G152000-Pbre1_01G152200.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_09G384400-Pbre1_02G492000	GMYN	0.325712	1.85246	0.175826	Pbre1_09G384400-Pbre1_02G492000.cds_aln.axt.kaks	Specialization	TRD
Pbre1_10G270400-Pbre1_15G671600	GMYN	0.348884	0.993812	0.351057	Pbre1_10G270400-Pbre1_15G671600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_06G105600-Pbre1_06G106000	GMYN	0.0450831	0.276014	0.163336	Pbre1_06G105600-Pbre1_06G106000.cds_aln.axt.kaks	Specialization	PD
Pbre1_08G343600-Pbre1_12G359000	GMYN	0.300837	0.740445	0.406292	Pbre1_08G343600-Pbre1_12G359000.cds_aln.axt.kaks	Specialization	TRD
Pbre1_09G208800-Pbre1_09G209000	GMYN	0.146633	0.0640135	2.29066	Pbre1_09G208800-Pbre1_09G209000.cds_aln.axt.kaks	Neofunctionalization(Parent)	TD
Pbre1_15G436600-Pbre1_02G199400	GMYN	0.108352	0.337242	0.321289	Pbre1_15G436600-Pbre1_02G199400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_14G244800-Pbre1_14G245000	GMYN	0.0856599	0.11691	0.732701	Pbre1_14G244800-Pbre1_14G245000.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_10G343600-Pbre1_16G335000	GMYN	0.51527	1.53966	0.334665	Pbre1_10G343600-Pbre1_16G335000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_10G211000-Pbre1_05G210000	GMYN	0.0630575	0.168698	0.373789	Pbre1_10G211000-Pbre1_05G210000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_01G380200-Pbre1_01G380400	GMYN	0.244281	0.51435	0.474931	Pbre1_01G380200-Pbre1_01G380400.cds_aln.axt.kaks	Specialization	TD
Pbre1_10G382400-Pbre1_10G382600	GMYN	0.0695807	0.138165	0.503606	Pbre1_10G382400-Pbre1_10G382600.cds_aln.axt.kaks	Specialization	TD
Pbre1_17G083400-Pbre1_17G084200	GMYN	0.2849	0.741927	0.384001	Pbre1_17G083400-Pbre1_17G084200.cds_aln.axt.kaks	Neofunctionalization(Parent)	PD
Pbre1_14G080600-Pbre1_14G081600	GMYN	0.334687	0.785131	0.426282	Pbre1_14G080600-Pbre1_14G081600.cds_aln.axt.kaks	Neofunctionalization(Child)	PD
Pbre1_07G386800-Pbre1_01G310200	GMYN	0.117164	0.319944	0.366202	Pbre1_07G386800-Pbre1_01G310200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_11G151200-Pbre1_16G070600	GMYN	0.245761	2.07302	0.118552	Pbre1_11G151200-Pbre1_16G070600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_03G450200-Pbre1_01G371200	GMYN	0.0878475	0.261829	0.335515	Pbre1_03G450200-Pbre1_01G371200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_15G148000-Pbre1_15G148200	GMYN	0.179938	0.423232	0.425151	Pbre1_15G148000-Pbre1_15G148200.cds_aln.axt.kaks	Specialization	TD
Pbre1_15G013000-Pbre1_15G013200	GMYN	0.178841	0.276835	0.646021	Pbre1_15G013000-Pbre1_15G013200.cds_aln.axt.kaks	Neofunctionalization(Parent)	TD
Pbre1_01G324000-Pbre1_01G325600	GMYN	0.0149326	0.0033303	4.48387	Pbre1_01G324000-Pbre1_01G325600.cds_aln.axt.kaks	Specialization	PD
Pbre1_07G048400-Pbre1_07G049200	GMYN	0.00795359	0.019157	0.415179	Pbre1_07G048400-Pbre1_07G049200.cds_aln.axt.kaks	Conservation	PD
Pbre1_16G504600-Pbre1_04G248800	GMYN	0.517863	2.47551	0.209194	Pbre1_16G504600-Pbre1_04G248800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_12G284400-Pbre1_12G009600	GMYN	0.235221	0.2697	0.87216	Pbre1_12G284400-Pbre1_12G009600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_07G095600-Pbre1_07G095800	GMYN	0.0589486	0.0811658	0.726274	Pbre1_07G095600-Pbre1_07G095800.cds_aln.axt.kaks	Specialization	TD
Pbre1_15G752400-Pbre1_15G752600	GMYN	0.123995	0.167067	0.742184	Pbre1_15G752400-Pbre1_15G752600.cds_aln.axt.kaks	Specialization	TD
Pbre1_11G223200-Pbre1_11G206200	GMYN	0.120896	0.581112	0.208042	Pbre1_11G223200-Pbre1_11G206200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_14G310600-Pbre1_06G273600	GMYN	0.706012	1.33936	0.527125	Pbre1_14G310600-Pbre1_06G273600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_03G397400-Pbre1_12G092200	GMYN	0.355042	1.22792	0.289141	Pbre1_03G397400-Pbre1_12G092200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_13G300000-Pbre1_12G336000	GMYN	0.206541	0.686088	0.301041	Pbre1_13G300000-Pbre1_12G336000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_15G773600-Pbre1_03G033600	GMYN	0.171953	1.35724	0.126693	Pbre1_15G773600-Pbre1_03G033600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_12G363200-Pbre1_15G758600	GMYN	0.141646	0.26738	0.529755	Pbre1_12G363200-Pbre1_15G758600.cds_aln.axt.kaks	Specialization	TRD
Pbre1_10G072400-Pbre1_09G414600	GMYN	0.136527	0.613947	0.222377	Pbre1_10G072400-Pbre1_09G414600.cds_aln.axt.kaks	Specialization	TRD
Pbre1_05G237000-Pbre1_10G234600	GMYN	0.0882891	0.281089	0.314097	Pbre1_05G237000-Pbre1_10G234600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_02G092400-Pbre1_02G093600	GMYN	0.129696	0.41944	0.309211	Pbre1_02G092400-Pbre1_02G093600.cds_aln.axt.kaks	Conservation	PD
Pbre1_03G164200-Pbre1_03G164400	GMYN	0.12552	0.550238	0.228119	Pbre1_03G164200-Pbre1_03G164400.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_01G146400-Pbre1_01G147000	GMYN	0.00491692	0.00742341	0.662353	Pbre1_01G146400-Pbre1_01G147000.cds_aln.axt.kaks	Conservation	PD
Pbre1_11G423200-Pbre1_11G423800	GMYN	0.0182155	0.0322898	0.564125	Pbre1_11G423200-Pbre1_11G423800.cds_aln.axt.kaks	Neofunctionalization(Parent)	PD
Pbre1_05G331800-Pbre1_05G313200	GMYN	0.41197	1.13571	0.362742	Pbre1_05G331800-Pbre1_05G313200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_17G101600-Pbre1_17G102000	GMYN	0.259704	0.585904	0.443254	Pbre1_17G101600-Pbre1_17G102000.cds_aln.axt.kaks	Neofunctionalization(Child)	PD
Pbre1_09G109400-Pbre1_09G109800	GMYN	0.00277455	0.00878885	0.315689	Pbre1_09G109400-Pbre1_09G109800.cds_aln.axt.kaks	Specialization	PD
Pbre1_13G019400-Pbre1_08G120400	GMYN	0.0717381	0.166379	0.431173	Pbre1_13G019400-Pbre1_08G120400.cds_aln.axt.kaks	Specialization	TRD
Pbre1_14G199800-Pbre1_14G200200	GMYN	0.664318	0.701457	0.947054	Pbre1_14G199800-Pbre1_14G200200.cds_aln.axt.kaks	Specialization	PD
Pbre1_01G138600-Pbre1_01G139000	GMYN	0.100626	0.183989	0.546915	Pbre1_01G138600-Pbre1_01G139000.cds_aln.axt.kaks	Conservation	PD
Pbre1_09G331000-Pbre1_07G320200	GMYN	0.110394	0.70324	0.156979	Pbre1_09G331000-Pbre1_07G320200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_10G118400-Pbre1_10G118600	GMYN	0.0371916	0.158641	0.234439	Pbre1_10G118400-Pbre1_10G118600.cds_aln.axt.kaks	Conservation	TD
Pbre1_08G239600-Pbre1_15G758600	GMYN	0.284546	1.62375	0.17524	Pbre1_08G239600-Pbre1_15G758600.cds_aln.axt.kaks	Specialization	TRD
Pbre1_08G274600-Pbre1_15G626800	GMYN	0.0586389	0.223823	0.261988	Pbre1_08G274600-Pbre1_15G626800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_02G126600-Pbre1_02G126800	GMYN	0.128204	0.383763	0.334071	Pbre1_02G126600-Pbre1_02G126800.cds_aln.axt.kaks	Conservation	TD
Pbre1_09G306000-Pbre1_09G306200	GMYN	0.102193	0.246194	0.415089	Pbre1_09G306000-Pbre1_09G306200.cds_aln.axt.kaks	Conservation	TD
Pbre1_05G132200-Pbre1_01G341000	GMYN	0.17784	0.342682	0.518965	Pbre1_05G132200-Pbre1_01G341000.cds_aln.axt.kaks	Specialization	TRD
Pbre1_14G090800-Pbre1_12G136600	GMYN	0.226086	0.803589	0.281345	Pbre1_14G090800-Pbre1_12G136600.cds_aln.axt.kaks	Specialization	TRD
Pbre1_15G710000-Pbre1_08G353000	GMYN	0.0716471	0.198169	0.361545	Pbre1_15G710000-Pbre1_08G353000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_09G215200-Pbre1_09G370600	GMYN	0.381697	1.89208	0.201734	Pbre1_09G215200-Pbre1_09G370600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_08G253600-Pbre1_13G033000	GMYN	0.324856	2.97553	0.109176	Pbre1_08G253600-Pbre1_13G033000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_01G053000-Pbre1_01G053200	GMYN	0.00512637	0.0194083	0.264133	Pbre1_01G053000-Pbre1_01G053200.cds_aln.axt.kaks	Conservation	TD
Pbre1_11G096000-Pbre1_11G096200	GMYN	0.026541	0.0728916	0.364116	Pbre1_11G096000-Pbre1_11G096200.cds_aln.axt.kaks	Specialization	TD
Pbre1_08G339600-Pbre1_15G698800	GMYN	0.042043	0.111064	0.378546	Pbre1_08G339600-Pbre1_15G698800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_04G052600-Pbre1_06G153200	GMYN	0.0658203	0.271882	0.242091	Pbre1_04G052600-Pbre1_06G153200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_04G338600-Pbre1_12G363400	GMYN	0.0584056	0.151869	0.384578	Pbre1_04G338600-Pbre1_12G363400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_13G456000-Pbre1_04G068000	GMYN	0.077012	0.208557	0.369261	Pbre1_13G456000-Pbre1_04G068000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_03G336800-Pbre1_11G362200	GMYN	0.0254688	0.148171	0.171888	Pbre1_03G336800-Pbre1_11G362200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_15G206000-Pbre1_15G206200	GMYN	0.138724	0.391567	0.35428	Pbre1_15G206000-Pbre1_15G206200.cds_aln.axt.kaks	Neofunctionalization(Parent)	TD
Pbre1_16G265400-Pbre1_05G596600	GMYN	0.608376	3.21599	0.189172	Pbre1_16G265400-Pbre1_05G596600.cds_aln.axt.kaks	Specialization	TRD
Pbre1_13G397600-Pbre1_07G402200	GMYN	0.282755	0.864243	0.32717	Pbre1_13G397600-Pbre1_07G402200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_09G336800-Pbre1_09G337000	GMYN	0.086628	0.0991199	0.873972	Pbre1_09G336800-Pbre1_09G337000.cds_aln.axt.kaks	Specialization	TD
Pbre1_11G256400-Pbre1_16G106400	GMYN	0.22007	0.54072	0.406995	Pbre1_11G256400-Pbre1_16G106400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_14G147000-Pbre1_12G145000	GMYN	0.039191	0.313459	0.125027	Pbre1_14G147000-Pbre1_12G145000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_14G203600-Pbre1_13G225600	GMYN	0.176575	0.356719	0.494997	Pbre1_14G203600-Pbre1_13G225600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_10G224200-Pbre1_05G224000	GMYN	0.100234	0.255346	0.392544	Pbre1_10G224200-Pbre1_05G224000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_17G230200-Pbre1_09G235400	GMYN	0.0832128	0.243109	0.342286	Pbre1_17G230200-Pbre1_09G235400.cds_aln.axt.kaks	Specialization	TRD
Pbre1_10G531200-Pbre1_10G531600	GMYN	0.11932	0.0858422	1.39	Pbre1_10G531200-Pbre1_10G531600.cds_aln.axt.kaks	Specialization	PD
Pbre1_17G224200-Pbre1_05G452400	GMYN	0.26815	0.806557	0.332462	Pbre1_17G224200-Pbre1_05G452400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_12G254400-Pbre1_04G218800	GMYN	0.0334514	0.175049	0.191097	Pbre1_12G254400-Pbre1_04G218800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_10G094000-Pbre1_08G182000	GMYN	0.0920193	0.0979985	0.938988	Pbre1_10G094000-Pbre1_08G182000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_15G477600-Pbre1_12G224000	GMYN	0.332664	0.538396	0.61788	Pbre1_15G477600-Pbre1_12G224000.cds_aln.axt.kaks	Neofunctionalization(Parent)	TRD
Pbre1_17G321800-Pbre1_13G449200	GMYN	0.100873	0.21638	0.466182	Pbre1_17G321800-Pbre1_13G449200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_01G107400-Pbre1_04G340000	GMYN	0.263864	0.55397	0.476314	Pbre1_01G107400-Pbre1_04G340000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_05G355200-Pbre1_10G330000	GMYN	0.233864	0.307126	0.76146	Pbre1_05G355200-Pbre1_10G330000.cds_aln.axt.kaks	Specialization	TRD
Pbre1_14G254000-Pbre1_06G038800	GMYN	0.362345	2.16063	0.167704	Pbre1_14G254000-Pbre1_06G038800.cds_aln.axt.kaks	Specialization	TRD
Pbre1_05G127600-Pbre1_10G136800	GMYN	0.00390321	0.181311	0.0215277	Pbre1_05G127600-Pbre1_10G136800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_09G044800-Pbre1_15G766000	GMYN	0.306067	0.462132	0.662294	Pbre1_09G044800-Pbre1_15G766000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_17G164800-Pbre1_07G341400	GMYN	0.0865024	0.502125	0.172273	Pbre1_17G164800-Pbre1_07G341400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_07G147800-Pbre1_08G132200	GMYN	0.0643386	0.307759	0.209055	Pbre1_07G147800-Pbre1_08G132200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_13G377600-Pbre1_09G046200	GMYN	0.346655	1.61924	0.214085	Pbre1_13G377600-Pbre1_09G046200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_12G070600-Pbre1_14G069000	GMYN	0.305116	0.739577	0.412556	Pbre1_12G070600-Pbre1_14G069000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_17G384800-Pbre1_17G385000	GMYN	0.00378597	0.0620842	0.0609812	Pbre1_17G384800-Pbre1_17G385000.cds_aln.axt.kaks	Conservation	TD
Pbre1_13G035800-Pbre1_13G036000	GMYN	0.00335055	0.0294466	0.113784	Pbre1_13G035800-Pbre1_13G036000.cds_aln.axt.kaks	Specialization	TD
Pbre1_10G296200-Pbre1_10G296400	GMYN	0.22502	0.378434	0.594609	Pbre1_10G296200-Pbre1_10G296400.cds_aln.axt.kaks	Specialization	TD
Pbre1_11G517000-Pbre1_11G517600	GMYN	0.0141055	0.039816	0.354268	Pbre1_11G517000-Pbre1_11G517600.cds_aln.axt.kaks	Specialization	PD
Pbre1_04G095600-Pbre1_06G075000	GMYN	0.0413699	0.125614	0.329342	Pbre1_04G095600-Pbre1_06G075000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_04G293400-Pbre1_04G294800	GMYN	0.0463514	0.0959265	0.483198	Pbre1_04G293400-Pbre1_04G294800.cds_aln.axt.kaks	Conservation	PD
Pbre1_06G326400-Pbre1_06G326600	GMYN	0.13412	0.821133	0.163335	Pbre1_06G326400-Pbre1_06G326600.cds_aln.axt.kaks	Specialization	TD
Pbre1_06G142600-Pbre1_14G189400	GMYN	0.0215539	0.348656	0.0618199	Pbre1_06G142600-Pbre1_14G189400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_15G041400-Pbre1_15G041600	GMYN	0.00244432	0.00717377	0.340731	Pbre1_15G041400-Pbre1_15G041600.cds_aln.axt.kaks	Specialization	TD
Pbre1_02G213600-Pbre1_02G213800	GMYN	0.0883428	0.280096	0.315402	Pbre1_02G213600-Pbre1_02G213800.cds_aln.axt.kaks	Specialization	TD
Pbre1_17G236000-Pbre1_09G242400	GMYN	0.348152	0.755441	0.460859	Pbre1_17G236000-Pbre1_09G242400.cds_aln.axt.kaks	Specialization	TRD
Pbre1_06G029600-Pbre1_06G029800	GMYN	0.00522303	0.0198867	0.262639	Pbre1_06G029600-Pbre1_06G029800.cds_aln.axt.kaks	Conservation	TD
Pbre1_08G132600-Pbre1_08G133400	GMYN	0.0428891	0.0970192	0.442068	Pbre1_08G132600-Pbre1_08G133400.cds_aln.axt.kaks	Neofunctionalization(Parent)	PD
Pbre1_05G063800-Pbre1_05G064000	GMYN	0.0239921	0.0706283	0.339695	Pbre1_05G063800-Pbre1_05G064000.cds_aln.axt.kaks	Specialization	TD
Pbre1_10G376400-Pbre1_10G377200	GMYN	0.0190344	0.0373367	0.509806	Pbre1_10G376400-Pbre1_10G377200.cds_aln.axt.kaks	Neofunctionalization(Child)	PD
Pbre1_15G627000-Pbre1_15G253000	GMYN	0.176436	0.11554	1.52706	Pbre1_15G627000-Pbre1_15G253000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_02G034600-Pbre1_17G306400	GMYN	0.479314	1.85924	0.257801	Pbre1_02G034600-Pbre1_17G306400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_13G139400-Pbre1_13G139600	GMYN	0.0961088	0.126054	0.76244	Pbre1_13G139400-Pbre1_13G139600.cds_aln.axt.kaks	Specialization	TD
